konu,soru,secenekler,dogru,cozum
Temel Kavramlar,"Bir oyun geliştiricisi, üç farklı karakterin (X, Y, Z) güç seviyelerini sırasıyla x, y ve z tam sayılarıyla temsil etmektedir. Bu güç seviyeleri hakkında aşağıdaki bilgiler bilinmektedir: 1. x * y < 0 2. y + z > 0 3. x * z > 0 4. x + y + z toplamı tek sayıdır. Buna göre, aşağıdakilerden hangisi kesinlikle doğrudur?","{""A"": ""y çift sayıdır."", ""B"": ""z tek sayıdır."", ""C"": ""x tek sayıdır."", ""D"": ""y * z tek sayıdır."", ""E"": ""x + z çift sayıdır.""}",C,"Verilen bilgileri inceleyelim: 1. **x * y < 0**: Bu, x ve y'nin zıt işaretli olduğu anlamına gelir. Yani, biri pozitifse diğeri negatiftir. 2. **y + z > 0**: Bu, y ve z'nin toplamının pozitif olduğu anlamına gelir. 3. **x * z > 0**: Bu, x ve z'nin aynı işaretli olduğu anlamına gelir. Yani, ikisi de pozitif veya ikisi de negatiftir. İlk olarak x, y, z'nin işaretlerini belirleyelim: * 1. ve 3. bilgiyi birleştirirsek: x ve y zıt işaretli, x ve z aynı işaretli olduğuna göre, y ve z de zıt işaretli olmalıdır. * Durum A: Eğer x pozitif (+) ise, y negatif (-) ve z pozitif (+) olmalıdır. (x:+, y:-, z:+) * Durum B: Eğer x negatif (-) ise, y pozitif (+) ve z negatif (-) olmalıdır. (x:-, y:+, z:-) Şimdi 2. bilgiyi (y + z > 0) bu durumlara uygulayalım: * **Durum A (x:+, y:-, z:+):** y negatif, z pozitiftir. y + z > 0 olması için z'nin mutlak değeri y'nin mutlak değerinden büyük olmalıdır (yani |z| > |y|). Örneğin, y=-2, z=5 olabilir. * **Durum B (x:-, y:+, z:-):** y pozitif, z negatiftir. y + z > 0 olması için y'nin mutlak değeri z'nin mutlak değerinden büyük olmalıdır (yani |y| > |z|). Örneğin, y=5, z=-2 olabilir. Son olarak 4. bilgiyi (x + y + z toplamı tek sayıdır) kullanalım: Üç tam sayının toplamının tek olması için iki olasılık vardır: 1. Üç sayı da tek olmalıdır (Tek + Tek + Tek = Tek). 2. Bir sayı tek, diğer iki sayı çift olmalıdır (Tek + Çift + Çift = Tek). Bu bilgileri her iki duruma uygulayalım: * **Durum A (x:+, y:-, z:+):** * x, y, z'nin pariteleri (Tek, Çift, Çift) olabilir: Örneğin x=1, y=-2, z=4. Tüm koşullar (işaretler, |z|>|y|, toplamın tek olması: 1+(-2)+4=3) sağlanır. * x, y, z'nin pariteleri (Tek, Tek, Tek) olabilir: Örneğin x=1, y=-3, z=5. Tüm koşullar (işaretler, |z|>|y|, toplamın tek olması: 1+(-3)+5=3) sağlanır. Bu Durum A'da, x'in her iki olasılıkta da tek sayı olduğu görülmektedir. * **Durum B (x:-, y:+, z:-):** * x, y, z'nin pariteleri (Tek, Çift, Çift) olabilir: Örneğin x=-1, y=4, z=-2. Tüm koşullar (işaretler, |y|>|z|, toplamın tek olması: -1+4+(-2)=1) sağlanır. * x, y, z'nin pariteleri (Tek, Tek, Tek) olabilir: Örneğin x=-3, y=5, z=-1. Tüm koşullar (işaretler, |y|>|z|, toplamın tek olması: -3+5+(-1)=1) sağlanır. Bu Durum B'de de x'in her iki olasılıkta da tek sayı olduğu görülmektedir. Her iki durumda da x'in kesinlikle tek sayı olduğu sonucuna varırız. Şimdi şıklara bakalım: A) y çift sayıdır. (Yanlış, y tek de olabilir. Örn: (1,-3,5) için y=-3 (tek)) B) z tek sayıdır. (Yanlış, z çift de olabilir. Örn: (1,-2,4) için z=4 (çift)) C) x tek sayıdır. (Doğru, yukarıdaki analizlerden kesinlikle tek olduğu bulunmuştur.) D) y * z tek sayıdır. (Yanlış, y veya z çift olabilir. Örn: (1,-2,4) için y*z = (-2)*4 = -8 (çift)) E) x + z çift sayıdır. (Yanlış, x tek sayıdır. Eğer z tek olursa x+z çift olur, ama z çift olursa x+z tek olur. Örn: (1,-2,4) için x+z = 1+4=5 (tek)) Doğru cevap C seçeneğidir."
Temel Kavramlar,"Bir sosyal medya uygulamasında, bir gönderinin popülerlik puanı (P) aşağıdaki kurala göre hesaplanmaktadır: P = (2 * Beğeni Sayısı) - (Yorum Sayısı) + (3 * Paylaşım Sayısı). Uygulamayı kullanan 'Dijital Sanatçı' adlı bir kullanıcı, yeni paylaştığı bir gönderinin popülerlik puanını hesaplamak istemektedir. Bu gönderinin beğeni sayısı (B) tek sayı, yorum sayısı (Y) çift sayı ve paylaşım sayısı (Z) tek sayı olduğuna göre, 'Dijital Sanatçı'nın gönderisinin popülerlik puanı (P) için aşağıdakilerden hangisi kesinlikle doğrudur?","{""A"": ""P, çift sayıdır."", ""B"": ""P, negatif bir sayıdır."", ""C"": ""P, tek sayıdır."", ""D"": ""P, pozitif bir sayıdır."", ""E"": ""P, bir asal sayıdır.""}",C,"Verilen popülerlik puanı formülü P = 2B - Y + 3Z şeklindedir. Bilgileri değerlendirelim: 1. B (Beğeni Sayısı) tek sayıdır. Çift bir sayı ile çarpılan her tam sayı, sonucu çift yapar. Dolayısıyla, '2B' ifadesi her zaman ÇİFT bir sayıdır (2 * Tek = Çift). 2. Y (Yorum Sayısı) çift sayı olarak verilmiştir. 3. Z (Paylaşım Sayısı) tek sayıdır. Tek bir sayı ile çarpılan tek sayı, sonucu tek yapar. Dolayısıyla, '3Z' ifadesi her zaman TEK bir sayıdır (3 * Tek = Tek). Bu bulguları formülde yerine koyalım: P = (Çift) - (Çift) + (Tek) Şimdi sırayla işlemleri yapalım: - Çift bir sayıdan Çift bir sayıyı çıkardığımızda sonuç her zaman ÇİFT olur (örneğin, 6 - 2 = 4). Yani, (Çift) - (Çift) = Çift. - Elde ettiğimiz bu Çift sayıya Tek bir sayıyı eklediğimizde sonuç her zaman TEK olur (örneğin, 4 + 3 = 7). Yani, (Çift) + (Tek) = Tek. Bu durumda, popülerlik puanı P kesinlikle TEK bir sayıdır."
Sayı Basamakları,"Bir matematik öğretmeni, tahtaya iki basamaklı AB ve CD sayılarını yazıyor. Öğrencilerden biri, bu sayıların toplamının 121 olduğunu belirliyor. Başka bir öğrenci ise AB sayısının rakamlarını yer değiştirerek BA sayısını, CD sayısının rakamlarını yer değiştirerek DC sayısını elde ediyor ve bu iki yeni sayının toplamını 187 buluyor. Buna göre, AB ve CD sayılarının rakamları toplamı (A+B+C+D) kaçtır?","{""A"": ""25"", ""B"": ""26"", ""C"": ""28"", ""D"": ""30"", ""E"": ""32""}",C,"Verilen iki basamaklı sayılar AB ve CD'dir. Bunları basamak değerlerine göre çözümleyelim: AB = 10A + B CD = 10C + D İlk bilgiye göre, bu sayıların toplamı 121'dir: (10A + B) + (10C + D) = 121 (Denklem 1) İkinci bilgiye göre, AB sayısının rakamları yer değiştirilince BA, CD sayısının rakamları yer değiştirilince DC elde ediliyor. Bu yeni sayıları çözümleyelim: BA = 10B + A DC = 10D + C Bu yeni sayıların toplamı 187'dir: (10B + A) + (10D + C) = 187 (Denklem 2) Şimdi Denklem 1 ve Denklem 2'yi taraf tarafa toplayalım: (10A + B + 10C + D) + (10B + A + 10D + C) = 121 + 187 Rakamları bir araya getirelim: (10A + A) + (B + 10B) + (10C + C) + (D + 10D) = 308 11A + 11B + 11C + 11D = 308 Eşitliğin sol tarafını 11 ortak parantezine alalım: 11(A + B + C + D) = 308 Her iki tarafı 11'e böldüğümüzde, istenen rakamlar toplamını buluruz: A + B + C + D = 308 / 11 A + B + C + D = 28"
Sayı Basamakları,"Bir bankanın dijital güvenlik sisteminde, üç basamaklı ABC biçiminde bir şifre kullanılmaktadır. Bu şifrenin rakamları arasında belirli bir ilişki vardır: 1. Şifrenin yüzler basamağındaki rakam (A), son iki basamağının oluşturduğu iki basamaklı sayıdan (BC) 5 eksiktir. 2. Şifrenin kendisi ile rakamları toplamının farkı 198'dir. Buna göre, bu ABC şifresinin rakamları çarpımı kaçtır?","{""A"": ""9"", ""B"": ""14"", ""C"": ""0"", ""D"": ""10"", ""E"": ""27""}",C,"Şifre ABC olsun. Bu sayı 100A + 10B + C olarak ifade edilir. İlk bilgiye göre: Yüzler basamağı A, son iki basamağın oluşturduğu BC sayısından 5 eksiktir. A = (10B + C) - 5 (Denklem 1) İkinci bilgiye göre: Şifrenin kendisi ile rakamları toplamının farkı 198'dir. (100A + 10B + C) - (A + B + C) = 198 Bu ifadeyi düzenlersek: 99A + 9B = 198 Her tarafı 9'a bölelim: 11A + B = 22 (Denklem 2) A ve B birer rakamdır (0-9). A aynı zamanda yüzler basamağı olduğu için 0 olamaz (1 ≤ A ≤ 9). B ise 0 olabilir (0 ≤ B ≤ 9). Denklem 2'yi inceleyelim: - Eğer A = 1 olursa, 11(1) + B = 22 => B = 11. B bir rakam olamayacağı için bu durum geçersizdir. - Eğer A = 2 olursa, 11(2) + B = 22 => 22 + B = 22 => B = 0. Bu değerler (A=2, B=0) rakam kurallarına uygundur. - Eğer A ≥ 3 olursa, 11A değeri 22'den büyük olur ve B'nin negatif olması gerekir, bu da rakam olamayacağı anlamına gelir. Dolayısıyla, A=2 ve B=0 olmak zorundadır. Şimdi bulduğumuz A=2 ve B=0 değerlerini Denklem 1'de yerine koyalım: 2 = (10 * 0 + C) - 5 2 = C - 5 C = 7 Böylece, şifre ABC = 207 olarak bulunur. Rakamları çarpımı ise A * B * C = 2 * 0 * 7 = 0'dır."
Sayı Basamakları,"Bir dijital oyun platformunda, oyuncuların aldıkları üç basamaklı puanlar (ABC şeklinde) kaydedilmektedir. Oyuncular özel bir birim kazandığında, puanlarının yüzler basamağındaki rakam (A) silinip birler basamağının sağına eklenerek yeni bir puan (BCA şeklinde) oluşturulmaktadır. Örneğin, 452 puan alan bir oyuncu birim kazandığında puanı 524 olmaktadır. Eğer bir oyuncunun birim kazandıktan sonraki yeni puanı, birim almadan önceki puanından 135 fazla ve birim almadan önceki puanının rakamları toplamı 9 ise, bu oyuncunun birim almadan önceki puanı kaçtır?","{""A"": ""108"", ""B"": ""237"", ""C"": ""126"", ""D"": ""348"", ""E"": ""135""}",C,"Oyuncunun ilk puanı ABC olsun. Bu sayının basamak değerleri 100A + 10B + C şeklindedir. Birim kazandıktan sonraki puan BCA olur. Bu sayının basamak değerleri 100B + 10C + A şeklindedir. Soruda verilen bilgiye göre, yeni puan eski puandan 135 fazladır: (100B + 10C + A) - (100A + 10B + C) = 135 90B + 9C - 99A = 135 Denklemi 9'a bölersek: 10B + C - 11A = 15 (1) İkinci bilgiye göre, ilk puanın rakamları toplamı 9'dur: A + B + C = 9 Buradan C = 9 - A - B (2) (2) denklemini (1) denkleminde yerine yazalım: 10B + (9 - A - B) - 11A = 15 9B + 9 - 12A = 15 9B - 12A = 6 Denklemi 3'e bölersek: 3B - 4A = 2 (3) Şimdi A ve B rakam değerlerini bulmalıyız. A ve B, 0-9 arasında rakamlar olmalı ve A (yüzler basamağı) 0 olamaz. Ayrıca BCA'nın da 3 basamaklı bir sayı olması için B de 0 olmamalıdır. A için değerler deneyelim: - Eğer A = 1 ise: 3B - 4(1) = 2 => 3B = 6 => B = 2. Bu durumda C = 9 - A - B = 9 - 1 - 2 = 6. İlk puan ABC = 126 olur. Kontrol edelim: Rakamları toplamı 1+2+6=9. Doğru. Yeni puan 261. 261 - 126 = 135. Doğru. - Eğer A = 2 ise: 3B - 4(2) = 2 => 3B = 10. B tam sayı değildir. - Eğer A = 3 ise: 3B - 4(3) = 2 => 3B = 14. B tam sayı değildir. - Eğer A = 4 ise: 3B - 4(4) = 2 => 3B = 18 => B = 6. Bu durumda C = 9 - A - B = 9 - 4 - 6 = -1. C bir rakam olamaz. Bu durumda, her iki koşulu sağlayan tek değer ABC = 126'dır."
Sayı Basamakları,"Bir fabrikada günlük üretim miktarı üç basamaklı bir sayı olarak kaydedilmektedir. Belirli bir günde, fabrika müdürü kayıtlı üretim sayısının yüzler basamağı ile onlar basamağının yanlışlıkla yer değiştirmiş olduğunu fark etmiştir. Bu hata, kayıtlı sayının gerçek üretim sayısından 180 eksik olmasına neden olmuştur. Buna göre, o günkü gerçek üretim sayısı en fazla kaç olabilir?","{""A"": ""869"", ""B"": ""989"", ""C"": ""979"", ""D"": ""799"", ""E"": ""997""}",C,"Gerçek üretim sayısı ABC olsun. Bu sayının basamak değerleri 100A + 10B + C şeklindedir. Yüzler (A) ve onlar (B) basamakları yer değiştirdiğinde, kayıtlı sayı BAC olur. Bu sayının basamak değerleri 100B + 10A + C şeklindedir. Soruda verilen bilgiye göre, kayıtlı sayı gerçek üretim sayısından 180 eksiktir. Yani: Gerçek Sayı - Kayıtlı Sayı = 180 (100A + 10B + C) - (100B + 10A + C) = 180 Parantezleri açıp benzer terimleri gruplarsak: 100A + 10B + C - 100B - 10A - C = 180 90A - 90B = 180 90(A - B) = 180 A - B = 2 Bu durumda A = B + 2 ilişkisi bulunur. ABC sayısı üç basamaklı olduğundan A sıfırdan farklı bir rakam olmalıdır (A ≠ 0). Kayıtlı sayı BAC de üç basamaklı olduğundan B de sıfırdan farklı bir rakam olmalıdır (B ≠ 0). A ve B birer rakam (0-9) olmak zorundadır. B ≥ 1 ve A = B + 2 koşullarını sağlayan A ve B değerlerini düşünelim: Eğer B = 1 ise A = 3 Eğer B = 2 ise A = 4 ... Eğer B = 7 ise A = 9 Eğer B = 8 olsaydı A = 10 olurdu ki bu bir rakam değildir. Bu yüzden B en fazla 7 olabilir. Gerçek üretim sayısı ABC'nin en büyük olmasını istiyoruz. Bunun için A, B ve C rakamlarını mümkün olduğunca büyük seçmeliyiz. A = B + 2 ilişkisinde A'yı en büyük yapmak için B'yi en büyük seçmeliyiz. B için en büyük değer 7'dir. Bu durumda A = 7 + 2 = 9 olur. C rakamı için herhangi bir kısıtlama yoktur (0-9 arası herhangi bir değer olabilir). ABC sayısını en büyük yapmak için C'yi de en büyük rakam olan 9 seçeriz. Buna göre, en büyük gerçek üretim sayısı A=9, B=7, C=9 ile 979 olur."
Sayı Basamakları,"Bir şirket, çalışanlarına üç basamaklı birer personel kodu atamıştır. Bu kodlar ABC şeklinde olup, A, B ve C birbirinden farklı rakamlardır. Şirket içi bir raporlama sisteminde, her çalışanın personel koduyla ilgili üç farklı değer oluşturulur: 1. Orijinal kod (ABC) 2. Yüzler basamağındaki rakamın birler basamağına, diğer rakamların sola kaydırılmasıyla oluşan yeni kod (BCA) 3. Onlar basamağındaki rakamın birler basamağına, diğer rakamların sola kaydırılmasıyla oluşan yeni kod (CAB) Bu üç kodun toplamı 1332 olduğuna göre, orijinal personel kodu olan ABC sayısının rakamları toplamı kaçtır?","{""A"": ""9"", ""B"": ""10"", ""C"": ""12"", ""D"": ""14"", ""E"": ""15""}",C,ABC sayısının basamak değerleri ile ifadesi: 100A + 10B + C BCA sayısının basamak değerleri ile ifadesi: 100B + 10C + A CAB sayısının basamak değerleri ile ifadesi: 100C + 10A + B Bu üç sayının toplamını alalım: (100A + 10B + C) + (100B + 10C + A) + (100C + 10A + B) = (100A + A + 10A) + (10B + 100B + B) + (C + 10C + 100C) = 111A + 111B + 111C = 111 * (A + B + C) Soruda bu toplamın 1332 olduğu verilmiştir: 111 * (A + B + C) = 1332 Her iki tarafı 111'e bölelim: A + B + C = 1332 / 111 A + B + C = 12 Orijinal personel kodu olan ABC sayısının rakamları toplamı A+B+C olduğundan cevap 12'dir.
Sayı Basamakları,"Bir teknoloji firması, yeni ürettiği akıllı telefon modeli için üç basamaklı ABC şeklinde bir ürün kodu belirlemiştir. Bu kodda A yüzler basamağını, B onlar basamağını ve C birler basamağını temsil etmektedir. Firmanın yeni bir varyant için kod oluştururken, ABC kodundaki birler basamağı C'yi yüzler basamağına taşıyıp, diğer basamakları sağa kaydırarak (yani ABC yerine CAB şeklinde) yeni bir kod oluşturduğu fark edilmiştir. Oluşturulan bu CAB kodu, orijinal ABC kodundan 180 fazladır. Ayrıca, ürün kodunun onlar basamağı B, yüzler basamağı A'nın iki katına eşittir. Buna göre, orijinal ABC ürün kodunun rakamları toplamı kaçtır?","{""A"": ""8"", ""B"": ""9"", ""C"": ""10"", ""D"": ""11"", ""E"": ""12""}",C,"Üç basamaklı ABC sayısı 100A + 10B + C olarak ifade edilir. C'nin yüzler basamağına taşınmasıyla oluşan CAB sayısı ise 100C + 10A + B olarak ifade edilir. Soruda verilen ilk bilgiye göre, CAB kodu ABC kodundan 180 fazladır: CAB - ABC = 180 (100C + 10A + B) - (100A + 10B + C) = 180 100C - C + 10A - 100A + B - 10B = 180 99C - 90A - 9B = 180 Her tarafı 9'a bölersek: 11C - 10A - B = 20 (Denklem 1) Soruda verilen ikinci bilgiye göre, onlar basamağı B, yüzler basamağı A'nın iki katına eşittir: B = 2A (Denklem 2) Denklem 2'yi Denklem 1'de yerine yazalım: 11C - 10A - (2A) = 20 11C - 12A = 20 A, B, C birer rakam olmak zorundadır. A yüzler basamağı olduğu için A, 0'dan farklı olmalıdır (A bir doğal sayı olmalı, 1<=A<=9). B = 2A olduğu için B'nin de bir rakam olması gerekir (0<=B<=9). Eğer A=1 ise B=2. Eğer A=2 ise B=4. Eğer A=3 ise B=6. Eğer A=4 ise B=8. Eğer A=5 ise B=10 olur ki bu bir rakam değildir. Dolayısıyla A, en fazla 4 olabilir. Şimdi A'nın olası değerlerini (1, 2, 3, 4) '11C - 12A = 20' denkleminde deneyelim: 1. A = 1 için: 11C - 12(1) = 20 11C - 12 = 20 11C = 32 C = 32/11 (C bir tam sayı rakam değil, elendi.) 2. A = 2 için: 11C - 12(2) = 20 11C - 24 = 20 11C = 44 C = 4 (C bir rakamdır, 0<=C<=9, geçerli.) Bu durumda A=2, B=2A=4, C=4 olur. Ürün kodu ABC = 244. Kontrol edelim: CAB = 424. CAB - ABC = 424 - 244 = 180. Sağlıyor. 3. A = 3 için: 11C - 12(3) = 20 11C - 36 = 20 11C = 56 C = 56/11 (C bir tam sayı rakam değil, elendi.) 4. A = 4 için: 11C - 12(4) = 20 11C - 48 = 20 11C = 68 C = 68/11 (C bir tam sayı rakam değil, elendi.) Tek geçerli durum A=2, B=4, C=4'tür. Bu durumda orijinal ürün kodu 244'tür. Sorulan, orijinal ABC ürün kodunun rakamları toplamıdır: A + B + C = 2 + 4 + 4 = 10. Doğru cevap C seçeneğidir."
Sayı Basamakları,"Bir e-ticaret sitesinde ürünlere üç basamaklı ABC şeklinde sipariş kodları verilmektedir. Ancak bir yazılım hatası nedeniyle, bazı siparişlerin kodu sisteme girilirken yüzler basamağı ile onlar basamağının yerleri yanlışlıkla değiştirilerek BAC şeklinde kaydedilmiştir. Bu hatanın farkına varan sistem yöneticileri, her bir hatalı sipariş için orijinal kod ile hatalı kod arasındaki farkı incelemiştir. Bir sipariş için bu farkın 270 olduğu tespit edildiğine göre, A rakamı B rakamından kaç fazladır?","{""A"": ""1"", ""B"": ""2"", ""C"": ""3"", ""D"": ""4"", ""E"": ""5""}",C,"Orijinal sipariş kodu ABC, basamak değerleri açılımıyla 100A + 10B + C şeklinde ifade edilir. Hatalı kaydedilen kod BAC ise 100B + 10A + C şeklinde ifade edilir. Bu iki kod arasındaki fark 270 olarak verilmiştir: (100A + 10B + C) - (100B + 10A + C) = 270 Parantezleri açıp benzer terimleri bir araya getirelim: 100A + 10B + C - 100B - 10A - C = 270 (100A - 10A) + (10B - 100B) + (C - C) = 270 90A - 90B = 270 Sol tarafı 90 parantezine alalım: 90(A - B) = 270 Her iki tarafı 90'a böldüğümüzde: A - B = 270 / 90 A - B = 3 Demek ki, A rakamı B rakamından 3 fazladır."
Sayı Basamakları,"Bir laboratuvarda, yeni bir kimyasal madde tartılıyor. Tartım sırasında dijital terazi, maddenin ağırlığını üç basamaklı bir ABC sayısı olarak göstermektedir. Ancak terazi arızalı olduğu için, aslında kaydettiği gerçek ağırlık, gösterdiği sayının yüzler ve birler basamağı yer değiştirmiş hali olan CBA sayısıdır. Laborant, terazinin gösterdiği ağırlığın gerçek ağırlıktan 198 gram fazla olduğunu fark etmiştir. Buna göre, ABC sayısının rakamları toplamının alabileceği en büyük değer kaçtır?","{""A"": ""23"", ""B"": ""24"", ""C"": ""25"", ""D"": ""26"", ""E"": ""27""}",C,"Terazinin gösterdiği ABC sayısı, basamak değerleri toplamı olarak 100A + 10B + C şeklinde yazılır. Gerçek ağırlık olan CBA sayısı ise 100C + 10B + A şeklinde yazılır. Soruda verilen bilgiye göre, gösterilen ağırlık gerçek ağırlıktan 198 gram fazladır: (100A + 10B + C) - (100C + 10B + A) = 198 Parantezleri açıp benzer terimleri gruplayalım: 100A + 10B + C - 100C - 10B - A = 198 (100A - A) + (10B - 10B) + (C - 100C) = 198 99A + 0B - 99C = 198 99(A - C) = 198 A - C = 198 / 99 A - C = 2 ABC üç basamaklı bir sayı olduğu için A, 0'dan farklı bir rakamdır (A = 1, 2, ..., 9). CBA da üç basamaklı bir sayı olarak belirtildiği için C de 0'dan farklı bir rakamdır (C = 1, 2, ..., 9). B ise 0'dan 9'a kadar herhangi bir rakam olabilir (B = 0, 1, ..., 9). ABC sayısının rakamları toplamının (A + B + C) en büyük değerini bulmak için A, B ve C rakamlarını mümkün olduğunca büyük seçmeliyiz. A - C = 2 eşitliğini sağlayan ve A ile C'yi en büyük yapan değerler: A = 9 olursa, C = 9 - 2 = 7 olur. Bu durumda (A=9, C=7) koşulları sağlar. B rakamı için herhangi bir kısıtlama yoktur, bu yüzden B'yi en büyük değeri olan 9 olarak seçeriz. Bu durumda, A + B + C toplamının en büyük değeri: 9 + 9 + 7 = 25 olur. Doğru cevap C seçeneğidir."
Sayı Basamakları,"Bir şehirdeki parklardaki ağaçların takip numaraları, üç basamaklı ABC sayıları olarak belirlenmiştir. Bu numaralarda A, B, C birbirinden farklı rakamları temsil etmektedir. Bu takip numarasının yüzler basamağı ile birler basamağındaki rakamlar yer değiştirildiğinde oluşan yeni numara, orijinal numaradan 693 fazla olmaktadır. Ayrıca, orijinal takip numarasının onlar basamağındaki rakamı (B), yüzler basamağındaki rakamın (A) iki katının 1 eksiği kadardır. Buna göre, bu ağacın takip numarasının rakamları toplamı kaçtır?","{""A"": ""10"", ""B"": ""12"", ""C"": ""14"", ""D"": ""16"", ""E"": ""18""}",C,"Orijinal takip numarası ABC olsun, yani 100A + 10B + C. Yüzler ve birler basamağı yer değiştirildiğinde CBA, yani 100C + 10B + A olur. İlk bilgiye göre: CBA = ABC + 693 (100C + 10B + A) = (100A + 10B + C) + 693 99C - 99A = 693 99(C - A) = 693 C - A = 7 İkinci bilgiye göre: B = 2A - 1 A, B, C birbirinden farklı rakamlar olmalı ve A sıfırdan farklı olmalıdır. C - A = 7 denkleminden (A, C) için olası değerleri bulalım: * Eğer A = 1 ise, C = 1 + 7 = 8. (A, C) = (1, 8) * Eğer A = 2 ise, C = 2 + 7 = 9. (A, C) = (2, 9) * A'nın 3 veya daha büyük olması durumunda C, 9'dan büyük olacağı için rakam olmaz. Şimdi bu (A, C) çiftlerini B = 2A - 1 denkleminde ve 'rakamları farklı' koşulunda test edelim: 1. Durum: A = 1, C = 8 B = 2(1) - 1 = 1. Bu durumda sayı 118 olur. Ancak A=1 ve B=1 olduğu için rakamlar birbirinden farklı değildir. Bu durum geçersizdir. 2. Durum: A = 2, C = 9 B = 2(2) - 1 = 3. Bu durumda sayı 239 olur. A=2, B=3, C=9. Bu rakamlar birbirinden farklıdır. Bu durum geçerlidir. O halde, ağacın takip numarası 239'dur. Bu numaranın rakamları toplamı: 2 + 3 + 9 = 14'tür."
Sayı Basamakları,"Bir oyun geliştiricisi, yeni çıkan oyunlar için üç basamaklı ""ürün anahtarı"" oluşturmaktadır. Bir ürün anahtarı, yüzler basamağı A, onlar basamağı B ve birler basamağı C olmak üzere ABC şeklinde gösterilmektedir. Bu anahtarın bir güvenlik kopyası da oluşturulmaktadır. Güvenlik kopyası, ABC anahtarının yüzler basamağındaki rakamın (A) silinerek, kalan iki basamaklı sayının (BC) sağına eklenmesiyle elde edilen BCA sayısıdır. Örneğin, ürün anahtarı 123 ise güvenlik kopyası 231 olur. Bir oyunun ürün anahtarı ile güvenlik kopyasının toplamı 576 olduğuna göre, bu ürün anahtarının rakamları toplamı (A+B+C) kaçtır?","{""A"": ""7"", ""B"": ""8"", ""C"": ""9"", ""D"": ""10"", ""E"": ""11""}",C,"Ürün anahtarı ABC = 100A + 10B + C Güvenlik kopyası BCA = 100B + 10C + A Bu iki sayının toplamı 576 olarak verilmiştir: (100A + 10B + C) + (100B + 10C + A) = 576 101A + 110B + 11C = 576 Denklemi 11 parantezine alırsak: 101A + 11(10B + C) = 576 A, yüzler basamağı olduğu için 0 olamaz (1 <= A <= 9). Farklı A değerlerini deneyerek uygun çözümü bulalım: - Eğer A=1 ise: 101(1) + 11(10B + C) = 576 => 11(10B + C) = 475. 475, 11'e tam bölünmez. - Eğer A=2 ise: 101(2) + 11(10B + C) = 576 => 202 + 11(10B + C) = 576 => 11(10B + C) = 374. 374 / 11 = 34. Dolayısıyla, 10B + C = 34 olur. Bu da B=3 ve C=4 anlamına gelir. Bu durumda, A=2, B=3 ve C=4'tür. Ürün anahtarı ABC = 234'tür. Kontrol edelim: Ürün anahtarı 234, güvenlik kopyası 342. Toplamları 234 + 342 = 576. Doğru. Sorulan ifade, ürün anahtarının rakamları toplamı A+B+C'dir. A+B+C = 2+3+4 = 9."
Sayı Basamakları,"Bir üniversite kütüphanesi, kitapları için üç basamaklı ABC şeklinde bir sınıflandırma numarası kullanmaktadır. Bir kataloglama hatası nedeniyle, bir kitabın ABC şeklindeki sınıflandırma numarasının ilk ve son haneleri yanlışlıkla yer değiştirmiş ve CBA şeklinde yeni bir numara oluşmuştur. Yapılan incelemede, CBA numarası orijinal ABC numarasından 297 daha büyük olduğu tespit edilmiştir. Ayrıca, orijinal numaranın orta hanesi B'nin, ilk ve son hanelerin (A ve C) toplamının bir eksiği olduğu bilinmektedir. Bu bilgilere göre, ABC sınıflandırma numarasının rakamları toplamı (A+B+C) en az kaç olabilir?","{""A"": ""7"", ""B"": ""9"", ""C"": ""11"", ""D"": ""13"", ""E"": ""17""}",B,"1. İlk ve son hanelerin yer değiştirmesiyle oluşan CBA numarasının ABC'den 297 fazla olması denklemini kuralım: CBA - ABC = 297 (100C + 10B + A) - (100A + 10B + C) = 297 99C - 99A = 297 99(C - A) = 297 C - A = 3 Buradan C = A + 3 elde edilir. 2. Orta hane B'nin, ilk ve son hanelerin toplamının bir eksiği olması bilgisini kullanalım: B = (A + C) - 1 C = A + 3 ifadesini yerine yazalım: B = (A + (A + 3)) - 1 B = 2A + 3 - 1 B = 2A + 2 3. A, B, C birer rakam olmalı ve A, üç basamaklı bir sayının ilk hanesi olduğu için A sıfır olamaz (A ≠ 0). C de A+3 olduğu için C≠0 (A en az 1 olabilir, bu durumda C en az 4 olur). A için olası değerleri deneyerek A, B, C rakamlarını ve A+B+C toplamını bulalım: - Eğer A = 1 ise: C = 1 + 3 = 4 B = 2(1) + 2 = 4 ABC sayısı 144 olur. Rakamları toplamı A+B+C = 1+4+4 = 9. - Eğer A = 2 ise: C = 2 + 3 = 5 B = 2(2) + 2 = 6 ABC sayısı 265 olur. Rakamları toplamı A+B+C = 2+6+5 = 13. - Eğer A = 3 ise: C = 3 + 3 = 6 B = 2(3) + 2 = 8 ABC sayısı 386 olur. Rakamları toplamı A+B+C = 3+8+6 = 17. - Eğer A = 4 ise: C = 4 + 3 = 7 B = 2(4) + 2 = 10 (B bir rakam olmalıdır, 10 olamaz.) 4. Bulunan olası A+B+C toplamları 9, 13 ve 17'dir. Soru, bu toplamın en az kaç olabileceğini sorduğu için cevap 9'dur."
